visitid,Order ID,Order Date,Visit Date,Ship Date,Ship Mode,Store ID,Execution Score,On_Shelf,Inventory_Level,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
4924,CA-2017-114055,12/25/2017,12/25/2017,12/29/2017,Second Class,MH-18115,90,1,11,MH-18115,Mick Hernandez,Home Office,United States,Huntsville,Alabama,35810,South,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,629.1,6,0,301.968
4925,CA-2017-114055,12/25/2017,12/25/2017,12/29/2017,Second Class,MH-18115,72,1,9,MH-18115,Mick Hernandez,Home Office,United States,Huntsville,Alabama,35810,South,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,90.48,2,0,23.5248
4926,CA-2017-126438,9/10/2017,9/10/2017,9/13/2017,First Class,AR-10345,75,1,9,AR-10345,Alex Russell,Corporate,United States,Lawrence,Massachusetts,1841,East,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",14.88,2,0,3.72
4927,CA-2017-117653,10/19/2017,10/19/2017,10/23/2017,Standard Class,MO-17500,54,1,17,MO-17500,Mary O'Rourke,Consumer,United States,Chicago,Illinois,60623,Central,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",91.275,1,0.5,-67.5435
4928,CA-2017-143245,12/1/2017,12/1/2017,12/6/2017,Standard Class,AD-10180,64,1,22,AD-10180,Alan Dominguez,Home Office,United States,Fairfield,Connecticut,6824,East,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,19.44,3,0,9.3312
4929,CA-2017-143245,12/1/2017,12/1/2017,12/6/2017,Standard Class,AD-10180,58,1,9,AD-10180,Alan Dominguez,Home Office,United States,Fairfield,Connecticut,6824,East,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,897.15,3,0,251.202
4930,US-2014-138828,9/2/2014,9/2/2014,9/3/2014,First Class,KD-16345,96,1,11,KD-16345,Katherine Ducich,Consumer,United States,New York City,New York,10009,East,OFF-AR-10000658,Office Supplies,Art,Newell 324,57.75,5,0,16.17
4931,US-2014-138828,9/2/2014,9/2/2014,9/3/2014,First Class,KD-16345,92,1,19,KD-16345,Katherine Ducich,Consumer,United States,New York City,New York,10009,East,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,14.94,3,0,7.0218
4932,CA-2017-143651,3/25/2017,3/25/2017,3/30/2017,Standard Class,FM-14215,80,1,11,FM-14215,Filia McAdams,Corporate,United States,Seattle,Washington,98103,West,OFF-AR-10001446,Office Supplies,Art,Newell 309,23.1,2,0,6.93
4933,CA-2015-106978,9/28/2015,9/28/2015,10/4/2015,Standard Class,ZC-21910,59,1,15,ZC-21910,Zuschuss Carroll,Consumer,United States,Aurora,Colorado,80013,West,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",12.536,1,0.2,4.2309
4934,CA-2015-106978,9/28/2015,9/28/2015,10/4/2015,Standard Class,ZC-21910,52,0,22,ZC-21910,Zuschuss Carroll,Consumer,United States,Aurora,Colorado,80013,West,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,1.08,2,0.7,-0.792
4935,CA-2015-106978,9/28/2015,9/28/2015,10/4/2015,Standard Class,ZC-21910,74,0,23,ZC-21910,Zuschuss Carroll,Consumer,United States,Aurora,Colorado,80013,West,OFF-FA-10003021,Office Supplies,Fasteners,Staples,4.512,3,0.2,0.846
4936,CA-2015-155124,3/15/2015,3/15/2015,3/21/2015,Standard Class,KS-16300,85,1,14,KS-16300,Karen Seio,Corporate,United States,Lehi,Utah,84043,West,TEC-PH-10003356,Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors",16.776,3,0.2,1.6776
4937,CA-2017-150931,1/6/2017,1/6/2017,1/13/2017,Standard Class,DP-13390,58,1,24,DP-13390,Dennis Pardue,Home Office,United States,Tuscaloosa,Alabama,35401,South,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,33.74,7,0,15.5204
4938,CA-2014-157147,1/13/2014,1/13/2014,1/18/2014,Standard Class,BD-11605,87,1,25,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,5,0,238.653
4939,CA-2014-157147,1/13/2014,1/13/2014,1/18/2014,Standard Class,BD-11605,68,1,22,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109,West,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",333.999,3,0.15,3.9294
4940,CA-2014-157147,1/13/2014,1/13/2014,1/18/2014,Standard Class,BD-11605,71,1,25,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,19.9,5,0,6.567
4941,CA-2015-156482,2/6/2015,2/6/2015,2/13/2015,Standard Class,IL-15100,73,0,19,IL-15100,Ivan Liston,Consumer,United States,Wilmington,Delaware,19805,East,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,1268.82,9,0,266.4522
4942,CA-2015-156482,2/6/2015,2/6/2015,2/13/2015,Standard Class,IL-15100,51,1,20,IL-15100,Ivan Liston,Consumer,United States,Wilmington,Delaware,19805,East,FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",283.92,4,0,82.3368
4943,CA-2015-156482,2/6/2015,2/6/2015,2/13/2015,Standard Class,IL-15100,92,0,16,IL-15100,Ivan Liston,Consumer,United States,Wilmington,Delaware,19805,East,OFF-AR-10001022,Office Supplies,Art,SANFORD Liquid Accent Tank-Style Highlighters,5.68,2,0,1.7608
4944,CA-2017-106782,12/21/2017,12/21/2017,12/27/2017,Standard Class,LP-17095,78,1,18,LP-17095,Liz Preis,Consumer,United States,Lafayette,Indiana,47905,Central,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,375.34,1,0,18.767
4945,CA-2016-151372,9/5/2016,9/5/2016,9/6/2016,First Class,JH-15985,56,1,20,JH-15985,Joseph Holt,Consumer,United States,Redondo Beach,California,90278,West,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,96.08,2,0,46.1184
4946,CA-2016-151372,9/5/2016,9/5/2016,9/6/2016,First Class,JH-15985,58,1,10,JH-15985,Joseph Holt,Consumer,United States,Redondo Beach,California,90278,West,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",11.68,2,0.2,3.942
4947,CA-2016-151372,9/5/2016,9/5/2016,9/6/2016,First Class,JH-15985,68,0,17,JH-15985,Joseph Holt,Consumer,United States,Redondo Beach,California,90278,West,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,4.36,2,0,1.7876
4948,CA-2014-102085,10/4/2014,10/4/2014,10/9/2014,Standard Class,JD-16015,57,1,11,JD-16015,Joy Daniels,Consumer,United States,Seattle,Washington,98115,West,OFF-LA-10002475,Office Supplies,Labels,Avery 519,29.24,4,0,13.7428
4949,CA-2017-107125,11/27/2017,11/27/2017,12/2/2017,Standard Class,BD-11320,84,1,27,BD-11320,Bill Donatelli,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,117.488,7,0.2,41.1208
4950,CA-2017-107125,11/27/2017,11/27/2017,12/2/2017,Standard Class,BD-11320,70,1,10,BD-11320,Bill Donatelli,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,18.84,3,0,6.0288
4951,CA-2016-125815,10/28/2016,10/28/2016,11/1/2016,Second Class,DL-13330,53,1,16,DL-13330,Denise Leinenbach,Consumer,United States,New York City,New York,10009,East,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,12.42,3,0,5.2164
4952,CA-2015-144190,6/9/2015,6/9/2015,6/13/2015,Standard Class,NC-18415,79,1,8,NC-18415,Nathan Cano,Consumer,United States,Royal Oak,Michigan,48073,Central,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,12.96,2,0,6.2208
4953,CA-2017-117926,12/8/2017,12/8/2017,12/12/2017,Second Class,AS-10225,69,1,14,AS-10225,Alan Schoenberger,Corporate,United States,San Francisco,California,94109,West,OFF-AP-10002670,Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,69.48,1,0,20.844
4954,CA-2015-153906,3/16/2015,3/16/2015,3/20/2015,Standard Class,MS-17980,58,1,11,MS-17980,Michael Stewart,Corporate,United States,New York City,New York,10009,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,85.9,2,0,2.577
4955,CA-2014-160262,6/9/2014,6/9/2014,6/13/2014,Second Class,TS-21205,70,0,15,TS-21205,Thomas Seio,Corporate,United States,North Las Vegas,Nevada,89031,West,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,18.06,7,0,4.6956
4956,CA-2014-160262,6/9/2014,6/9/2014,6/13/2014,Second Class,TS-21205,91,1,13,TS-21205,Thomas Seio,Corporate,United States,North Las Vegas,Nevada,89031,West,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,79.14,3,0,36.4044
4957,CA-2014-160262,6/9/2014,6/9/2014,6/13/2014,Second Class,TS-21205,53,0,11,TS-21205,Thomas Seio,Corporate,United States,North Las Vegas,Nevada,89031,West,FUR-FU-10002685,Furniture,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",37.4,2,0,14.212
4958,CA-2015-127607,3/20/2015,3/20/2015,3/26/2015,Standard Class,JK-15730,66,1,14,JK-15730,Joe Kamberova,Consumer,United States,Carrollton,Texas,75007,Central,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,2.512,2,0.8,-4.396
4959,CA-2015-127607,3/20/2015,3/20/2015,3/26/2015,Standard Class,JK-15730,53,0,26,JK-15730,Joe Kamberova,Consumer,United States,Carrollton,Texas,75007,Central,OFF-FA-10003485,Office Supplies,Fasteners,Staples,18.864,9,0.2,6.1308
4960,CA-2016-166226,11/18/2016,11/18/2016,11/22/2016,Standard Class,TC-21535,86,0,10,TC-21535,Tracy Collins,Home Office,United States,Los Angeles,California,90008,West,TEC-PH-10003357,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,61.192,1,0.2,6.1192
4961,CA-2016-166226,11/18/2016,11/18/2016,11/22/2016,Standard Class,TC-21535,59,0,14,TC-21535,Tracy Collins,Home Office,United States,Los Angeles,California,90008,West,OFF-AP-10002867,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,67.84,1,0,18.3168
4962,CA-2014-156587,3/7/2014,3/7/2014,3/8/2014,First Class,AB-10015,64,1,17,AB-10015,Aaron Bergman,Consumer,United States,Seattle,Washington,98103,West,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",48.712,1,0.2,5.4801
4963,CA-2014-156587,3/7/2014,3/7/2014,3/8/2014,First Class,AB-10015,56,1,20,AB-10015,Aaron Bergman,Consumer,United States,Seattle,Washington,98103,West,OFF-AR-10001427,Office Supplies,Art,Newell 330,17.94,3,0,4.6644
4964,CA-2014-156587,3/7/2014,3/7/2014,3/8/2014,First Class,AB-10015,59,1,21,AB-10015,Aaron Bergman,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94,3,0,4.8588
4965,CA-2016-141180,5/15/2016,5/15/2016,5/19/2016,Second Class,DP-13000,62,1,24,DP-13000,Darren Powers,Consumer,United States,Fort Lauderdale,Florida,33311,South,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,7.764,4,0.7,-5.176
4966,CA-2015-109708,5/25/2015,5/25/2015,5/28/2015,Second Class,CY-12745,78,1,10,CY-12745,Craig Yedwab,Corporate,United States,Columbia,Tennessee,38401,South,TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,467.04,4,0.2,58.38
4967,CA-2015-122406,8/2/2015,8/2/2015,8/5/2015,Second Class,BE-11455,87,1,13,BE-11455,Brad Eason,Home Office,United States,Providence,Rhode Island,2908,East,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,128.85,3,0,3.8655
4968,CA-2015-122406,8/2/2015,8/2/2015,8/5/2015,Second Class,BE-11455,82,0,20,BE-11455,Brad Eason,Home Office,United States,Providence,Rhode Island,2908,East,OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",8.4,2,0,4.116
4969,CA-2015-122406,8/2/2015,8/2/2015,8/5/2015,Second Class,BE-11455,57,1,10,BE-11455,Brad Eason,Home Office,United States,Providence,Rhode Island,2908,East,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,199.98,2,0,83.9916
4970,CA-2015-122406,8/2/2015,8/2/2015,8/5/2015,Second Class,BE-11455,62,0,16,BE-11455,Brad Eason,Home Office,United States,Providence,Rhode Island,2908,East,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,110.98,1,0,15.5372
4971,US-2016-153815,11/6/2016,11/6/2016,11/9/2016,First Class,KL-16555,88,1,15,KL-16555,Kelly Lampkin,Corporate,United States,Jacksonville,Florida,32216,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,207.984,2,0.2,-28.5978
4972,US-2016-153815,11/6/2016,11/6/2016,11/9/2016,First Class,KL-16555,84,1,20,KL-16555,Kelly Lampkin,Corporate,United States,Jacksonville,Florida,32216,South,OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards,36.112,2,0.2,12.6392
4973,US-2016-153815,11/6/2016,11/6/2016,11/9/2016,First Class,KL-16555,98,0,8,KL-16555,Kelly Lampkin,Corporate,United States,Jacksonville,Florida,32216,South,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",35.568,2,0.2,5.7798
4974,US-2016-153815,11/6/2016,11/6/2016,11/9/2016,First Class,KL-16555,100,1,12,KL-16555,Kelly Lampkin,Corporate,United States,Jacksonville,Florida,32216,South,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",88.768,2,0.2,31.0688
4975,CA-2016-164896,11/7/2016,11/7/2016,11/12/2016,Standard Class,PS-19045,58,1,19,PS-19045,Penelope Sewall,Home Office,United States,Oceanside,California,92054,West,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",12.9,2,0,6.321
4976,CA-2015-142202,9/18/2015,9/18/2015,9/23/2015,Second Class,JR-16210,78,1,17,JR-16210,Justin Ritter,Corporate,United States,Jacksonville,Florida,32216,South,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,717.12,9,0.2,152.388
4977,CA-2015-165050,12/7/2015,12/7/2015,12/9/2015,First Class,AH-10210,72,0,15,AH-10210,Alan Hwang,Consumer,United States,New York City,New York,10024,East,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,21.36,5,0.2,7.209
4978,CA-2015-165050,12/7/2015,12/7/2015,12/9/2015,First Class,AH-10210,58,1,8,AH-10210,Alan Hwang,Consumer,United States,New York City,New York,10024,East,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,6.688,2,0.2,2.3408
4979,CA-2015-165050,12/7/2015,12/7/2015,12/9/2015,First Class,AH-10210,97,1,17,AH-10210,Alan Hwang,Consumer,United States,New York City,New York,10024,East,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,773.94,6,0,224.4426
4980,US-2016-131114,12/9/2016,12/9/2016,12/13/2016,Second Class,RW-19630,88,0,16,RW-19630,Rob Williams,Corporate,United States,Chicago,Illinois,60610,Central,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,20.568,3,0.2,1.5426
4981,US-2016-131114,12/9/2016,12/9/2016,12/13/2016,Second Class,RW-19630,54,0,13,RW-19630,Rob Williams,Corporate,United States,Chicago,Illinois,60610,Central,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,4.356,2,0.8,-11.7612
4982,US-2016-131114,12/9/2016,12/9/2016,12/13/2016,Second Class,RW-19630,74,1,13,RW-19630,Rob Williams,Corporate,United States,Chicago,Illinois,60610,Central,TEC-AC-10000199,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,19.04,4,0.2,-1.428
4983,CA-2014-160066,11/16/2014,11/16/2014,11/22/2014,Standard Class,AH-10075,70,1,18,AH-10075,Adam Hart,Corporate,United States,Huntington Beach,California,92646,West,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,5.22,2,0,2.4012
4984,CA-2016-109925,11/6/2016,11/6/2016,11/10/2016,Second Class,IM-15070,97,1,9,IM-15070,Irene Maddox,Consumer,United States,San Diego,California,92105,West,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,84.84,3,0,22.9068
4985,CA-2015-160696,9/6/2015,9/6/2015,9/10/2015,Standard Class,CK-12760,97,0,13,CK-12760,Cyma Kinney,Corporate,United States,Nashville,Tennessee,37211,South,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,7.24,5,0.2,1.1765
4986,CA-2014-125171,9/3/2014,9/3/2014,9/3/2014,Same Day,AG-10390,69,1,13,AG-10390,Allen Goldenen,Consumer,United States,New York City,New York,10009,East,OFF-LA-10001175,Office Supplies,Labels,Avery 514,14.4,5,0,7.056
4987,CA-2016-149279,4/24/2016,4/24/2016,4/28/2016,Standard Class,CL-12700,79,1,12,CL-12700,Craig Leslie,Home Office,United States,Colorado Springs,Colorado,80906,West,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,15.552,3,0.2,5.4432
4988,CA-2016-149279,4/24/2016,4/24/2016,4/28/2016,Standard Class,CL-12700,64,0,23,CL-12700,Craig Leslie,Home Office,United States,Colorado Springs,Colorado,80906,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,1325.76,6,0.2,149.148
4989,CA-2016-149279,4/24/2016,4/24/2016,4/28/2016,Standard Class,CL-12700,80,1,11,CL-12700,Craig Leslie,Home Office,United States,Colorado Springs,Colorado,80906,West,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,3.108,2,0.7,-2.1756
4990,CA-2017-107321,8/31/2017,8/31/2017,9/4/2017,Standard Class,AW-10930,63,1,12,AW-10930,Arthur Wiediger,Home Office,United States,San Francisco,California,94110,West,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,6.672,3,0.2,2.1684
4991,CA-2017-107321,8/31/2017,8/31/2017,9/4/2017,Standard Class,AW-10930,50,1,14,AW-10930,Arthur Wiediger,Home Office,United States,San Francisco,California,94110,West,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,689.408,4,0.2,77.5584
4992,US-2017-122714,12/7/2017,12/7/2017,12/13/2017,Standard Class,HG-14965,79,0,12,HG-14965,Henry Goldwyn,Corporate,United States,Chicago,Illinois,60653,Central,OFF-BI-10001120,Office Supplies,Binders,Ibico EPK-21 Electric Binding System,1889.99,5,0.8,-2929.4845
4993,CA-2015-153038,12/18/2015,12/18/2015,12/25/2015,Standard Class,RB-19645,90,0,20,RB-19645,Robert Barroso,Corporate,United States,Memphis,Tennessee,38109,South,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",55.936,8,0.2,18.8784
4994,CA-2015-153038,12/18/2015,12/18/2015,12/25/2015,Standard Class,RB-19645,57,1,13,RB-19645,Robert Barroso,Corporate,United States,Memphis,Tennessee,38109,South,OFF-LA-10004008,Office Supplies,Labels,Avery 507,18.432,8,0.2,5.9904
4995,CA-2015-153038,12/18/2015,12/18/2015,12/25/2015,Standard Class,RB-19645,80,1,22,RB-19645,Robert Barroso,Corporate,United States,Memphis,Tennessee,38109,South,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",20.32,5,0.2,3.556
4996,CA-2014-132227,11/4/2014,11/4/2014,11/10/2014,Standard Class,SZ-20035,53,1,14,SZ-20035,Sam Zeldin,Home Office,United States,New York City,New York,10011,East,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",52.064,4,0.2,18.8732
4997,CA-2017-155824,3/10/2017,3/10/2017,3/15/2017,Standard Class,KS-16300,72,1,16,KS-16300,Karen Seio,Corporate,United States,Raleigh,North Carolina,27604,South,OFF-AP-10000390,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,48.784,1,0.2,3.6588
4998,CA-2017-155824,3/10/2017,3/10/2017,3/15/2017,Standard Class,KS-16300,52,1,19,KS-16300,Karen Seio,Corporate,United States,Raleigh,North Carolina,27604,South,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,13.092,4,0.7,-10.0372
4999,CA-2016-129238,1/31/2016,1/31/2016,2/4/2016,Standard Class,SC-20050,55,1,8,SC-20050,Sample Company A,Home Office,United States,Los Angeles,California,90045,West,TEC-PH-10004120,Technology,Phones,AT&T 1080 Phone,109.592,1,0.2,8.2194
5000,CA-2016-129238,1/31/2016,1/31/2016,2/4/2016,Standard Class,SC-20050,93,1,20,SC-20050,Sample Company A,Home Office,United States,Los Angeles,California,90045,West,OFF-PA-10002764,Office Supplies,Paper,Easy-staple paper,56.7,5,0,27.783
5001,CA-2017-159688,5/7/2017,5/7/2017,5/12/2017,Standard Class,AB-10060,82,1,10,AB-10060,Adam Bellavance,Home Office,United States,Los Angeles,California,90004,West,TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,79.99,1,0,28.7964
5002,CA-2016-136126,5/24/2016,5/24/2016,5/24/2016,Same Day,EH-14125,99,1,13,EH-14125,Eugene Hildebrand,Home Office,United States,Newport News,Virginia,23602,South,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",69.5,5,0,20.155
5003,CA-2016-136126,5/24/2016,5/24/2016,5/24/2016,Same Day,EH-14125,71,1,22,EH-14125,Eugene Hildebrand,Home Office,United States,Newport News,Virginia,23602,South,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,191.6,4,0,91.968
5004,CA-2016-155033,10/7/2016,10/7/2016,10/12/2016,Standard Class,CC-12475,57,1,14,CC-12475,Cindy Chapman,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,10.56,2,0,5.0688
